Артикул;Наименование;Описание продукта;Категория;Цена;Акционная цена;Валюта;Акционный товар;На складе;В упаковке;Единица измерения;Гендер;Зодиак;Животинка;VIP тираж;Коллекция;Персонаж;Фотографии;Производитель;Страна;Родитель;Группа дочернего товара;Сопутствующие товары;SKU;КатегорияA;подкатА;КатегорияB;подкатВ;КатегорияС;подкатС;FOB;NEW_RTL_BASE;NEW_RTL_DISCOUNT;BARCODE;SPECS
#1488;Сумка женская повседневная S «Кошки Генри»;Удобная женская сумка с кисами для ежедневного использования.;Возьму с собой:сумки и сумочки;1572;0;Рубли;0;5;1;шт.;;;Котики;;Кошки Генри;;"1488_1.jpg;1488_2.jpg;1488_3.jpg";Henry Cats and Friends;;;;;FTB3-8;Возьму с собой:;сумки и сумочки;;;;;5.2;24.18;24.18;4.71218E+12;"Bag: L 28 x H 29cm x W 9cm
Handle: 45.5cm"
#1489;Стильная авторская сумка женская «Кошки Генри» беж;Оригинальная авторская вечерняя сумка с кошками.;Возьму с собой:сумки и сумочки;2902;0;Рубли;0;2;1;шт.;;;Котики;;Кошки Генри;;"1489_1.jpg;1489_2.jpg;1489_3.jpg";Henry Cats and Friends;;;;;FDB2-8;Возьму с собой:;сумки и сумочки;;;;;12;55.8;44.64;4.71218E+12;"Bag: L 29 x H 24.1 x W 18cm
Handle: 35.5cm"
#1490;Стильная авторская сумка женская «Кошки Генри» коричневая;Оригинальная авторская вечерняя сумка с котятами.;Возьму с собой:сумки и сумочки;2902;0;Рубли;0;5;1;шт.;;;Котики;;Кошки Генри;;"1490_1.jpg;1490_2.jpg;1490_3.jpg";Henry Cats and Friends;;;;;FDB2A-8;Возьму с собой:;сумки и сумочки;;;;;12;55.8;44.64;4.71218E+12;"W24.5* H29.5cm;  Handle:40cm"
#1493;Сумка женская с карманом на молнии L «Цветы вишни»;Женская сумка для каждодневного использования с потайным внешним карманом на молнии с кошками.;Возьму с собой:сумки и сумочки;1995;0;Рубли;0;5;1;шт.;;;Котики;;Цветы вишни;;"1493_1.jpg;1493_2.jpg;1493_3.jpg";Henry Cats and Friends;;;;;FPT2-48;Возьму с собой:;сумки и сумочки;;;;;11;51.15;30.69;4.71218E+12;"Bag: L 42 x H 31.4 x W 14cm
Handle: 46cm"
#1495;Сумка женская с карманом на молнии L «Весеннее цветение»;Женская сумка для каждодневного использования с потайным внешним карманом на молнии с котами.;Возьму с собой:сумки и сумочки;1995;0;Рубли;0;5;1;шт.;;;Котики;;Весеннее цветение;;"1495_1.jpg;1495_2.jpg;1495_3.jpg";Henry Cats and Friends;;;;;FPT2-31;Возьму с собой:;сумки и сумочки;;;;;11;51.15;30.69;4.71218E+12;"Bag: L 42 x H 31.4 x W 14cm
Handle: 45cm"
#1496;Сумка женская с карманом на молнии L «Марки»;Женская сумка для каждодневного использования с потайным внешним карманом на молнии с изображениями кошек и собак.;Возьму с собой:сумки и сумочки;1995;0;Рубли;0;0;1;шт.;;;Друзья;;Марки;;"1496_1.jpg;1496_2.jpg;1496_3.jpg";Henry Cats and Friends;;;;;FPT2-50;Возьму с собой:;сумки и сумочки;;;;;11;51.15;30.69;4.71218E+12;"Bag: L 42 x H 31.4 x W 14cm
Handle: 45cm"
#1500;Женская сумка с карманом на молнии S «Цветы вишни»;Женская сумка для каждодневного использования с потайным внешним карманом на молнии с кисами.;Возьму с собой:сумки и сумочки;1645;0;Рубли;0;5;1;шт.;;;Котики;;Цветы вишни;;"1500_1.jpg;1500_2.jpg;1500_3.jpg";Henry Cats and Friends;;;;;FPT1-48;Возьму с собой:;сумки и сумочки;;;;;6.8;31.62;25.3;4.71218E+12;"Bag: L 30cm x H 26.5 x W 10cm
Handle: 36cm"
#1502;Женская сумка с карманом на молнии S «Марки»;Женская сумка для каждодневного использования с потайным внешним карманом на молнии с кошачьми рисунками.;Возьму с собой:сумки и сумочки;1645;0;Рубли;0;0;1;шт.;;;Друзья;;Марки;;"1502_1.jpg;1502_2.jpg;1502_3.jpg";Henry Cats and Friends;;;;;FPT1-50;Возьму с собой:;сумки и сумочки;;;;;6.8;31.62;25.3;4.71218E+12;"Bag: L 30cm x H 26.5 x W 10cm
Handle: 36cm"
#1508;Сумочка дамская мини кошка Мелоди;Женская сумка для прогулок с кошечкой. Короткая и длинная ручки в комплекте.;Возьму с собой:сумки и сумочки;1481;0;Рубли;0;5;1;шт.;Девочки;Телец;Котики;;;Кошка Мелоди;"1508_1.jpg;1508_2.jpg;1508_3.jpg";Henry Cats and Friends;;;;;FSP1-CA024;Возьму с собой:;сумки и сумочки;;;;;4.9;22.785;22.79;4.71218E+12;"Pouch: L 16.5 x H 11.5 x W 4.8cm
Long strap 130cm, Short handle 37cm"
#1509;Сумочка дамская мини котёнок Миго;Женская сумка для прогулок с котёнком. Короткая и длинная ручки в комплекте.;Возьму с собой:сумки и сумочки;1481;0;Рубли;0;5;1;шт.;Мальчики;Близнецы;Котики;;;Котик Миго;"1509_1.jpg;1509_2.jpg;1509_3.jpg";Henry Cats and Friends;;;;;FSP1-CA008;Возьму с собой:;сумки и сумочки;;;;;4.9;22.785;22.79;4.71531E+12;"Pouch: L 16.5 x H 11 x W 4.8cm
Long strap 130cm, Short handle 37cm"
#1510;Сумка дамская мини кошечка Оливия;Женская сумка для прогулок в форме кошки. Короткая и длинная ручки в комплекте.;Возьму с собой:сумки и сумочки;1481;0;Рубли;0;5;1;шт.;Девочки;Водолей;Котики;;;Кошка Оливия;"1510_1.jpg;1510_2.jpg;1510_3.jpg";Henry Cats and Friends;;;;;FSP1-CA015;Возьму с собой:;сумки и сумочки;;;;;4.9;22.785;22.79;4.71218E+12;"Pouch: L 16.5 x H 11.5 x W 4.8cm
Long strap 130cm, Short handle 37cm"
#1511;Дамская сумочка мини кролик Руби;Женская сумка для прогулок с кроликом. Короткая и длинная ручки в комплекте.;Возьму с собой:сумки и сумочки;1481;0;Рубли;0;3;1;шт.;Девочки;Рак;Друзья;;;Кольчиха Руби;"1511_1.jpg;1511_2.jpg;1511_3.jpg";Henry Cats and Friends;;;;;FSP1-RA002;Возьму с собой:;сумки и сумочки;;;;;4.9;22.785;22.79;4.71531E+12;"Pouch: L 16.5 x H 11.5 x W 4.8cm
Long strap 130cm, Short handle 37cm"
#1512;Сумка дамская мини киска Флауэр;Женская сумка для прогулок с кошечкой. Короткая и длинная ручки в комплекте.;Возьму с собой:сумки и сумочки;1481;0;Рубли;0;5;1;шт.;Девочки;Скорпион;Котики;;;Кошечка Флауэр;"1512_1.jpg;1512_2.jpg;1512_3.jpg";Henry Cats and Friends;;;;;FSP1-CA023;Возьму с собой:;сумки и сумочки;;;;;4.9;22.785;22.79;4.71531E+12;"Pouch: L 16.5 x H 11.5 x W 4.8cm
Long strap 130cm, Short handle 37cm"
#1513;Дамская сумочка мини кошечка Шерри;Женская сумка для прогулок с кошечкой. Короткая и длинная ручки в комплекте.;Возьму с собой:сумки и сумочки;1481;0;Рубли;0;0;1;шт.;Девочки;Рак;Котики;;;Кошка Шерри;"1513_1.jpg;1513_2.jpg;1513_3.jpg";Henry Cats and Friends;;;;;FSP1-CA021;Возьму с собой:;сумки и сумочки;;;;;4.9;22.785;22.79;4.71531E+12;"Pouch: L 16.5 x H 11 x W 4.8cm
Long strap 130cm, Short handle 37cm"
#1514;Сумочка мини дамская кошка Энни;Женская сумка для прогулок в форме кошки. Короткая и длинная ручки в комплекте.;Возьму с собой:сумки и сумочки;1481;0;Рубли;0;5;1;шт.;Девочки;Дева;Котики;;;Кошечка Энни;"1514_1.jpg;1514_2.jpg;1514_3.jpg";Henry Cats and Friends;;;;;FSP1-CA009;Возьму с собой:;сумки и сумочки;;;;;4.9;22.785;22.79;4.71531E+12;"Pouch: L 16.5 x H 11 x W 4.8cm
Long strap 130cm, Short handle 37cm"
#1516;Обложка для пропуска/кредиток с карабином «Собачки Генри»;Обложка для проездного, пропуска, кредиток с карабином с собачками.;"Возьму с собой:обложки самые разные;Рабочее место:аксессуары";532;0;Рубли;0;0;1;шт.;;;Собачки;;Собачки Генри;;"1516_1.jpg;1516_2.jpg;1516_3.jpg";Henry Cats and Friends;;;;;FCH2-16A;Возьму с собой:;обложки самые разные;Рабочее место:;аксессуары;;;2.2;10.23;8.18;4.71531E+12;W 7.4cm  x H 11cm x D 0.5cm
#1517;Обложка для пропуска/кредиток с карабином «Весеннее цветение»;Обложка для проездного, пропуска, кредиток с карабином с кошечками.;"Возьму с собой:обложки самые разные;Рабочее место:аксессуары";532;0;Рубли;0;5;1;шт.;;;Котики;;Весеннее цветение;;"1517_1.jpg;1517_2.jpg;1517_3.jpg";Henry Cats and Friends;;;;;FCH2-31A;Возьму с собой:;обложки самые разные;Рабочее место:;аксессуары;;;2.2;10.23;8.18;4.71531E+12;#Н/Д
#1518;Обложка для пропуска/кредиток с карабином «Кошки в клетках»;Обложка для проездного, пропуска, кредиток с карабином с кошками.;"Возьму с собой:обложки самые разные;Рабочее место:аксессуары";532;0;Рубли;0;0;1;шт.;;;Котики;;Кошки в клетках;;"1518_1.jpg;1518_2.jpg;1518_3.jpg";Henry Cats and Friends;;;;;FCH2-41A;Возьму с собой:;обложки самые разные;Рабочее место:;аксессуары;;;2.2;10.23;8.18;4.71531E+12;W 7.4cm  x H 11cm x D 0.5cm
#1520;Обложка для пропуска/кредиток с карабином «Кошки Генри»;Обложка для проездного, пропуска, кредиток с карабином с кисами.;"Возьму с собой:обложки самые разные;Рабочее место:аксессуары";532;0;Рубли;0;5;1;шт.;;;Котики;;Кошки Генри;;"1520_1.jpg;1520_2.jpg;1520_3.jpg";Henry Cats and Friends;;;;;FCH2-8A;Возьму с собой:;обложки самые разные;Рабочее место:;аксессуары;;;2.2;10.23;8.18;4.71531E+12;W 7.4cm  x H 11cm x D 0.5cm
#1522;Обложка для паспорта многосекционная «Весеннее цветение»;Обложка для паспорта, водительского удостоверения с секциями для визиток с кисами.;Возьму с собой:обложки самые разные;454;0;Рубли;0;0;1;шт.;;;Котики;;Весеннее цветение;;"1522_1.jpg;1522_2.jpg;1522_3.jpg";Henry Cats and Friends;;;;;FPH1-31;Возьму с собой:;обложки самые разные;;;;;1.5;6.975;6.98;4.71218E+12;"W 10.5 x L 14.3 x D 0.4cm
(6 pages)"
#1523;Обложка для паспорта многосекционная «Кошки в клетках»;Обложка для паспорта, водительского удостоверения с секциями для визиток с кисами.;Возьму с собой:обложки самые разные;454;0;Рубли;0;5;1;шт.;;;Котики;;Кошки в клетках;;"1523_1.jpg;1523_2.jpg;1523_3.jpg";Henry Cats and Friends;;;;;FPH1-41A;Возьму с собой:;обложки самые разные;;;;;1.5;6.975;6.98;4.71531E+12;"W 10.5 x L 14.3 x D 0.4cm
(6 pages)"
